23.3787,12.9744
24.7004,13.7577
26.2502,13.9133
27.7375,13.4742
30.9415,9.26617
32.7408,5.60246
32.8302,2.4696
32.9594,0.626421
31.4417,2.0139
30.8364,3.43138
31.5486,5.65988
31.1304,6.05463
31.2214,5.04794
30.9228,4.2507
31.5643,4.39882
32.1549,4.85166
32.9085,4.41452
33.6039,4.60816
34.3723,5.37285
35.2109,6.50648
32.8798,9.61553
30.964,11.5433
29.2572,12.5491
27.8589,12.9735
26.6472,12.9912
25.7289,12.8261
24.9609,12.6025
24.369,12.4192
23.8089,12.2736
23.4689,12.1825
23.3983,12.1999
23.1196,12.3082
28.481,9.10853
31.961,6.6688
33.6814,5.17418
34.1867,3.38051
34.6717,5.36846
33.5174,4.3251
32.5654,3.5558
30.4904,4.04753
30.5093,3.4094
30.6159,4.43504
30.8455,3.97346
30.5549,5.21268
31.1167,4.85919
31.7522,3.509
32.3046,4.32893
32.9698,4.14171
33.6825,4.57374
34.4612,5.47946
35.2948,6.65716
33.2744,9.74629
31.5626,11.6469
30.2262,12.677
29.1429,13.0766
28.3771,13.1805
27.7501,13.0994
27.2202,12.9295
26.8885,12.8239
29.8035,8.49073
31.3522,5.05652
31.7918,2.25382
31.7478,0.245816
30.9782,2.19736
30.4882,3.83593
30.8004,4.97072
30.9743,2.61907
31.2742,3.05103
31.8266,3.72931
32.3785,4.52621
32.9262,4.1774
33.5344,4.48006
34.2082,5.25657
34.9966,6.39382
32.8194,9.59458
31.0971,11.6099
29.5894,12.654
28.1312,13.0395
26.9814,13.0468
26.2267,12.8899
25.7127,12.7087
25.6112,12.5806
25.6196,12.497
25.8719,12.4762
26.15,12.4611
29.6257,8.28559
31.0732,3.91774
29.444,3.18647
30.5388,2.51948
31.4471,2.65779
32.1472,1.92071
32.5693,1.90986
33.4256,2.96149
34.1813,4.26448
34.9363,5.73272
32.4181,9.32605
30.3949,11.5694
28.6175,12.7168
27.217,13.1842
26.1291,13.2338
24.9712,13.1281
24.5507,13.0191
24.2636,12.8672
24.3172,12.7603
28.8454,8.97498
31.5937,6.06618
32.8964,3.87277
32.9765,1.99566
32.9084,0.784488
32.567,-0.0159587
32.011,2.59077
31.6049,2.8099
31.614,3.23844
31.7406,3.94187
31.3093,4.24108
32.1382,3.93712
32.9241,4.16999
33.6683,4.771
34.4533,5.71993
35.1603,6.70366
32.5441,9.83435
30.4325,11.7201
28.3137,12.6685
26.9015,13.0374
25.7561,13.0722
24.7678,12.9032
23.9789,12.6918
23.2848,12.4908
22.9077,12.3635
22.9869,12.3559
23.0684,12.3703
23.6302,12.3961
24.2954,12.4704
27.6037,7.87837
30.428,5.15759
32.7231,3.7757
33.6838,2.70727
33.8885,2.71565
32.7997,2.55985
30.7956,3.73849
29.66,4.51985
30.3118,4.02486
30.8052,3.66634
31.1301,3.77054
31.7521,4.20658
32.3327,4.783
32.8681,4.20576
33.416,4.28173
