34.0047,4.83621
34.6696,5.78573
32.1341,9.32288
29.6877,11.4586
27.8088,12.6131
26.2281,13.04
24.9905,13.0763
23.9667,12.9051
22.9771,12.632
22.3305,12.4206
21.6791,12.1936
21.3462,12.0703
22.0456,12.2232
23.2608,12.326
23.6634,12.4289
24.363,12.5078
25.4771,12.5485
30.6442,9.70189
33.4889,7.23626
33.5693,5.63971
32.0106,3.73281
32.4742,3.35159
31.9764,2.6935
31.6708,2.2695
34.4724,6.9476
32.3793,6.69931
30.3705,6.0944
30.7172,3.41556
31.2947,2.18001
31.8481,1.8739
32.5926,2.40891
33.0762,3.22471
33.455,4.13303
30.3528,8.48959
28.1683,11.2003
26.8535,12.6373
26.2238,13.2365
26.0777,13.3087
26.7342,13.1574
27.7389,12.9704
28.8302,12.7581
29.7577,12.5427
32.8409,9.9945
34.4087,7.72415
34.8735,5.7805
34.6437,4.15943
32.9689,3.39026
31.1293,3.77254
30.8962,2.95017
30.2255,3.93447
30.858,5.50934
31.0211,2.89777
30.9952,1.43837
31.2793,1.12676
31.8368,1.65548
32.3713,2.60285
32.9483,3.78814
29.6229,8.40256
27.2519,11.2666
25.2618,12.7526
23.9583,13.3187
23.38,13.3355
23.3564,13.0507
24.0872,12.7318
25.2499,12.5235
26.42,12.3442
27.7382,12.2748
28.9046,12.2567
29.8107,12.1861
30.574,12.1344
33.5053,9.85148
34.8673,7.75674
35.2948,6.09695
34.9897,4.5574
33.3712,3.95297
31.9003,3.20356
32.4726,4.85647
32.5204,5.73353
29.2998,4.98511
30.1035,6.27766
30.6532,3.55089
30.9476,2.05584
31.4972,1.72867
32.52,2.42191
33.1597,3.29241
29.0944,8.04393
26.4307,10.998
24.7341,12.6228
23.3701,13.2642
22.2366,13.3294
22.0367,13.0399
22.3753,12.6649
23.3818,12.4243
24.5566,12.2511
25.8359,12.1477
26.9042,12.1043
28.0956,12.1166
29.2833,12.1721
29.9594,12.1068
30.7091,12.1186
33.3908,9.45365
34.5968,7.24689
34.9961,5.25083
34.5557,3.75488
32.0891,2.85443
30.194,3.49682
29.3585,4.14857
29.8971,5.93028
28.29,5.26417
28.7161,5.53987
29.7588,3.25604
30.7351,2.32935
31.662,2.35711
32.7522,3.22123
29.9391,7.82674
27.9535,10.7798
26.3033,12.3901
25.3449,13.0578
25.0404,13.1763
25.6218,13.0752
28.1709,13.5502
28.671,13.1322
28.9762,12.6475
29.6547,12.382
30.3133,12.172
33.1598,9.78112
34.5447,6.81877
34.9895,4.92307
34.7629,3.54505
34.109,2.72844
32.3446,2.67941
31.94,2.82635
31.2585,2.46076
30.2529,3.87103
30.8982,5.75212
30.973,3.77869
31.7238,3.19651
31.9542,2.9498
32.779,3.6447
33.529,4.4904
29.6195,8.67149
26.9854,11.2788
25.1333,12.6707
23.9073,13.1924
23.2722,13.2053
23.2106,12.971
23.6984,12.6445
24.7863,12.445
25.8725,12.2521
26.9168,12.1068
28.0985,12.0534
29.1382,12.0473
30.0427,12.0479
30.8624,12.0262
33.4092,8.56781
34.6846,6.81352
34.9512,5.15214
34.6851,3.90747
33.1609,3.52282
32.2953,3.20613
33.0312,4.98234
31.8923,5.16746
30.5312,5.41224
33.6871,9.24421
32.0897,8.29242
30.5052,7.21564
30.6954,3.98573
31.0582,2.3508
31.7654,2.0484
32.0207,2.16737
32.9426,3.30516
29.6311,7.90277
27.2112,10.858
25.2844,12.4478
23.9158,13.0807
23.3849,13.1821
23.3627,12.9496
24.2407,12.7321
25.2633,12.5166
26.3662,12.3777
27.6071,12.2952
28.6363,12.2084
29.5113,12.137
30.4028,12.1677
33.0646,9.28812
34.3602,6.92852
34.6459,4.93095
34.1751,4.0584
33.3646,3.35031
33.6771,4.95844
32.8497,4.00573
30.9406,4.44427
31.3219,5.99146
30.3421,6.02708
29.4188,5.74539
29.8424,2.92987
30.2709,1.53375
30.9313,1.21653
31.594,1.61549
32.3346,2.56553
33.2077,3.72829
29.7531,8.32927
27.3935,11.2189
25.5147,12.7383
24.1259,13.3242
23.4098,13.3495
23.329,13.0597
23.8994,12.7623
24.8218,12.5372
25.8179,12.3255
26.9108,12.1793
28.101,12.1439
29.2305,12.1431
30.2454,12.1402
31.0568,12.0844
33.7027,9.75728
34.9205,7.66411
35.1776,5.75288
34.918,4.33233
33.2644,3.76615
32.2634,3.47149
30.0603,4.29885
30.4062,5.25426
31.1663,6.72564
33.6327,9.73865
32.1643,8.46094
30.89,7.44694
30.8977,3.90519
31.2258,2.09661
31.6398,1.42712
32.1881,1.7177
32.4894,2.35726
33.2144,3.54737
29.1041,8.182
26.3346,11.0749
24.6992,12.6799
23.5202,13.3327
22.9239,13.3697
22.5569,13.0718
22.9329,12.7432
23.774,12.4776
24.8529,12.2818
26.0258,12.1641
27.1884,12.1125
28.3017,12.111
29.3948,12.1539
30.1877,12.1381
30.8828,12.1325
33.6157,9.79595
34.918,7.78517
35.1855,6.03201
34.7061,5.05891
33.8186,4.46465
32.2768,3.39652
31.8567,2.90478
29.5921,3.46218
32.3242,7.23125
30.976,6.83808
31.2475,4.16105
31.2338,2.41235
31.6046,1.92686
32.5583,2.51081
30.3017,7.30244
29.0339,10.4217
28.5282,12.1691
28.657,13.0225
29.1637,13.2989
29.8974,13.2586
32.8696,10.8402
34.3435,8.49731
34.8128,6.47387
34.6498,4.72492
34.1122,4.48748
32.6939,3.80295
30.4218,4.13439
28.9546,4.33033
29.8021,6.01221
28.3377,5.35183
28.7233,5.7504
28.51,5.69067
29.9056,3.72149
31.559,3.33395
32.8844,3.79476
16.5844,1.76332
